Region,ISO_code,Cname,Vaccine,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
AFR,SYC,Seychelles,DTP1,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,98,98,98,98,98,99,98,97,96,97,95,98,98,78,35,
AFR,SLE,Sierra Leone,DTP1,95,88,98,98,97,95,94,84,77,79,80,82,90,89,58,64,68,,,,,,,,,,,,,,,,,,,
WPR,SGP,Singapore,DTP1,98,98,98,98,98,98,98,98,97,96,96,96,96,98,98,98,98,98,98,98,98,95,97,96,97,95,96,96,98,97,92,91,94,94,95,94
EUR,SVK,Slovakia,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,
EUR,SVN,Slovenia,DTP1,98,98,98,98,98,98,98,99,99,99,98,98,98,96,96,96,96,97,97,98,98,98,98,98,,,,,,,,,,,,
WPR,SLB,Solomon Islands,DTP1,99,95,99,99,99,97,94,90,96,99,93,91,86,82,84,95,96,88,89,89,87,87,85,88,91,91,86,87,86,67,63,70,52,47,60,71
EMR,SOM,Somalia,DTP1,52,52,52,52,52,55,52,40,59,40,50,50,65,60,57,57,59,51,42,45,46,47,46,45,44,42,41,51,50,40,46,31,24,24,20,
AFR,ZAF,South Africa,DTP1,72,73,69,70,77,77,77,76,76,75,75,74,77,80,82,85,88,90,93,90,89,90,93,92,93,89,88,88,89,88,91,91,90,,,
AFR,SSD,South Sudan,DTP1,49,49,57,71,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,ESP,Spain,DTP1,99,99,98,99,99,99,98,99,98,99,98,99,99,99,98,98,98,98,98,96,96,96,95,94,95,95,97,97,91,96,92,98,,,,
SEAR,LKA,Sri Lanka,DTP1,99,99,99,99,99,99,97,99,99,99,99,98,99,99,99,99,99,97,98,97,97,96,96,96,95,95,95,94,91,91,88,86,84,80,70,71
EMR,SDN,Sudan (the),DTP1,97,98,97,97,97,99,92,96,95,91,88,82,83,75,79,75,66,71,78,79,72,71,75,77,83,83,82,65,52,36,28,22,21,20,18,18
AMR,SUR,Suriname,DTP1,90,91,91,94,90,99,91,95,96,94,93,92,81,86,90,90,90,93,95,93,94,90,91,90,91,94,89,84,88,93,94,93,95,82,52,50
AFR,SWZ,Swaziland,DTP1,96,99,99,97,98,95,95,96,95,95,95,95,95,95,95,94,94,94,94,94,94,98,96,97,92,96,96,96,95,90,82,74,68,64,55,
EUR,SWE,Sweden,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
EUR,CHE,Switzerland,DTP1,99,98,98,98,98,95,95,95,95,95,95,95,95,95,95,95,95,93,93,93,93,93,93,93,93,96,96,96,96,96,,,,,,
EMR,SYR,Syrian Arab Republic (the),DTP1,62,65,55,68,86,89,89,88,88,88,88,89,90,92,90,90,93,94,95,96,96,97,98,95,95,93,99,83,71,90,54,50,45,37,36,35
EUR,TJK,Tajikistan,DTP1,97,98,98,96,98,95,96,92,88,92,92,93,92,92,89,88,88,87,85,80,86,93,84,89,,,,,,,,,,,,
SEAR,THA,Thailand,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,99,98,98,97,98,97,96,95,96,97,96,93,91,86,83,77,73,73,76,73
EUR,MKD,The former Yugoslav Republic of Macedonia,DTP1,98,98,99,98,97,97,96,96,95,95,99,96,99,99,95,98,98,98,98,97,98,96,96,,,,,,,,,,,,,
SEAR,TLS,Timor-Leste,DTP1,80,81,86,94,69,75,76,85,76,71,64,65,65,68,,,,,,,,,,,,,,,,,,,,,,
AFR,TGO,Togo,DTP1,92,91,94,94,94,97,93,92,94,91,91,83,83,75,63,80,81,74,67,70,74,77,80,83,87,90,93,84,92,59,48,32,41,36,29,
WPR,TON,Tonga,DTP1,86,86,86,81,86,86,87,90,91,92,94,95,96,94,99,99,99,98,98,99,98,96,98,99,96,97,97,97,99,91,97,75,84,76,62,65
AMR,TTO,Trinidad and Tobago,DTP1,98,93,94,97,96,96,95,91,90,93,98,98,93,98,91,90,92,94,96,96,96,95,93,95,94,94,91,94,92,88,91,85,82,77,83,51
EMR,TUN,Tunisia,DTP1,98,98,99,99,98,98,99,99,99,99,98,97,96,96,99,99,99,97,98,98,97,97,97,98,97,97,97,97,94,89,88,86,83,,,
EUR,TUR,Turkey,DTP1,97,97,99,97,98,98,97,97,98,92,92,86,76,82,95,92,92,93,92,89,86,95,91,91,89,94,92,95,95,70,78,79,79,80,84,67
EUR,TKM,Turkmenistan,DTP1,99,99,99,98,98,99,98,98,99,99,99,98,96,99,96,97,99,99,98,98,97,96,90,94,,,,,,,,,,,,
WPR,TUV,Tuvalu,DTP1,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,93,84,98,91,98,95,99,94,88,90,99,95,96,81,90,76,62,92,89,73,61
AFR,UGA,Uganda,DTP1,89,89,89,89,91,87,96,87,93,85,90,88,86,84,82,80,78,79,79,80,81,82,80,77,75,72,70,67,55,45,36,36,36,33,29,
EUR,UKR,Ukraine,DTP1,59,59,76,76,50,52,71,90,99,99,99,99,99,99,99,99,99,98,99,99,98,98,97,96,,,,,,,,,,,,
EMR,ARE,United Arab Emirates (the),DTP1,94,94,94,94,94,94,95,96,97,97,97,96,96,96,96,96,96,97,97,96,96,96,96,95,95,95,94,94,93,92,91,81,74,68,70,32
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),DTP1,98,98,98,98,98,98,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,96,94,92,91,90,86,85,85,81,77,71,66
AFR,TZA,United Republic of Tanzania,DTP1,99,99,99,99,96,98,90,88,89,94,95,99,99,96,95,92,90,96,92,94,93,94,94,94,93,92,91,95,92,90,86,80,76,74,78,81
AMR,USA,United States of America (the),DTP1,97,97,97,96,97,97,97,98,98,98,98,98,98,96,98,99,99,98,98,98,98,97,96,94,95,96,97,98,98,98,98,98,98,98,98,98
AMR,URY,Uruguay,DTP1,99,99,98,98,99,98,99,98,98,99,99,98,98,99,99,92,94,95,97,97,97,97,97,97,98,98,96,94,95,88,84,83,90,86,80,77
EUR,UZB,Uzbekistan,DTP1,99,99,99,99,99,99,99,99,98,96,99,99,99,99,99,99,99,99,98,98,96,86,83,94,,,,,,,,,,,,
WPR,VUT,Vanuatu,DTP1,75,75,75,75,76,76,77,77,78,78,79,80,82,83,84,85,87,88,89,86,90,90,95,91,94,91,82,80,79,56,55,53,52,46,,
AMR,VEN,Venezuela (Bolivarian Republic of),DTP1,98,88,90,90,90,90,86,87,70,79,98,93,88,79,82,92,99,90,82,80,87,84,87,86,84,84,80,79,80,80,73,58,80,77,77,79
WPR,VNM,Viet Nam,DTP1,98,95,83,99,97,93,97,97,92,94,98,98,99,85,99,97,97,98,98,97,97,97,97,96,96,96,96,88,74,68,67,24,22,,,
EMR,YEM,Yemen,DTP1,77,82,82,77,78,84,83,85,87,85,88,88,77,71,87,87,84,75,65,72,69,58,77,74,61,94,79,61,41,35,33,27,24,22,21,18
AFR,ZMB,Zambia,DTP1,97,96,86,86,87,92,96,95,93,92,92,93,93,94,94,94,94,94,94,94,97,96,95,94,94,97,94,94,94,86,86,81,73,,,
AFR,ZWE,Zimbabwe,DTP1,94,98,98,99,99,95,87,89,86,83,80,77,79,81,83,84,86,88,95,96,96,95,95,95,95,96,95,95,94,91,84,82,77,71,64,
