Region,ISO_code,Cname,Vaccine,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
EUR,SVK,Slovakia,DTP3,96,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,
EUR,SVN,Slovenia,DTP3,95,95,95,96,96,96,96,97,97,97,95,94,95,93,92,91,92,91,94,98,98,98,98,98,,,,,,,,,,,,
WPR,SLB,Solomon Islands,DTP3,98,88,94,99,99,90,92,89,90,99,89,90,84,78,84,86,88,70,72,72,69,68,65,71,76,77,67,69,66,42,38,45,27,23,35,46
EMR,SOM,Somalia,DTP3,42,42,42,42,41,45,42,31,40,26,35,30,40,40,33,33,36,33,19,21,22,23,22,21,20,19,18,26,25,17,22,10,5,5,2,
AFR,ZAF,South Africa,DTP3,69,70,65,68,72,66,70,73,72,74,72,64,69,70,71,73,74,75,76,73,72,73,81,79,81,72,71,70,72,70,75,75,74,,,
AFR,SSD,South Sudan,DTP3,31,39,45,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR,ESP,Spain,DTP3,97,97,96,97,97,97,96,97,96,98,96,97,98,98,96,95,95,95,94,90,90,88,87,84,86,86,93,93,77,88,79,95,,,,
SEAR,LKA,Sri Lanka,DTP3,99,99,99,99,99,99,97,98,98,98,99,97,99,98,98,99,99,94,97,92,93,88,90,88,86,86,87,83,77,75,70,66,64,57,45,46
EMR,SDN,Sudan (the),DTP3,93,94,93,92,93,90,81,86,84,78,78,74,69,60,66,62,55,46,55,56,48,46,51,53,62,62,60,40,27,14,8,4,3,2,1,1
AMR,SUR,Suriname,DTP3,89,85,86,84,86,96,87,85,84,84,83,85,75,73,68,71,85,90,81,85,84,74,76,74,75,83,72,64,71,80,84,80,85,61,27,25
AFR,SWZ,Swaziland,DTP3,90,98,98,95,91,89,88,88,87,87,86,86,85,85,84,84,83,83,82,82,82,96,89,93,79,89,89,89,86,74,61,50,43,39,30,
EUR,SWE,Sweden,DTP3,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
EUR,CHE,Switzerland,DTP3,97,96,96,96,96,95,95,95,94,94,94,93,93,93,93,93,93,88,89,89,89,89,89,89,89,90,90,90,90,90,,,,,,
EMR,SYR,Syrian Arab Republic (the),DTP3,41,43,41,45,72,80,80,79,80,80,80,81,83,84,82,84,86,87,87,88,89,89,90,89,89,91,94,59,42,86,29,25,21,15,14,13
EUR,TJK,Tajikistan,DTP3,96,97,96,94,96,93,93,86,86,83,84,86,85,85,85,83,82,79,81,75,80,81,64,72,,,,,,,,,,,,
SEAR,THA,Thailand,DTP3,99,99,99,99,99,99,99,99,98,98,98,98,98,96,96,97,97,96,95,94,96,93,89,85,90,92,84,80,75,66,62,53,49,49,52,49
EUR,MKD,The former Yugoslav Republic of Macedonia,DTP3,91,95,98,95,96,95,96,95,95,93,97,94,96,96,91,95,95,94,97,93,95,88,90,,,,,,,,,,,,,
SEAR,TLS,Timor-Leste,DTP3,76,77,82,83,67,72,72,79,70,63,55,57,55,54,,,,,,,,,,,,,,,,,,,,,,
AFR,TGO,Togo,DTP3,88,87,84,84,85,83,78,81,82,84,82,71,72,59,50,64,57,42,42,50,58,62,66,69,73,77,72,54,61,37,24,11,18,14,9,
WPR,TON,Tonga,DTP3,82,82,82,77,82,82,84,86,87,88,89,90,90,84,89,91,91,96,96,99,95,89,96,99,88,94,93,92,99,75,92,51,63,52,37,40
AMR,TTO,Trinidad and Tobago,DTP3,96,92,92,92,90,90,90,90,88,92,95,94,91,96,91,90,90,91,90,89,89,85,81,87,82,82,77,82,79,70,75,65,60,54,62,26
EMR,TUN,Tunisia,DTP3,98,98,98,97,98,98,99,99,98,99,98,97,95,96,98,97,99,96,96,95,94,93,94,95,93,93,93,91,84,72,70,66,62,,,
EUR,TUR,Turkey,DTP3,96,96,98,97,97,97,96,96,96,90,90,85,68,78,88,85,79,81,79,72,67,87,76,77,72,84,79,86,86,45,55,56,56,58,64,42
EUR,TKM,Turkmenistan,DTP3,99,98,98,97,97,96,96,96,98,98,99,97,83,98,95,97,98,99,98,97,93,90,73,84,,,,,,,,,,,,
WPR,TUV,Tuvalu,DTP3,96,89,90,97,96,89,88,99,97,97,93,98,93,98,96,82,83,94,77,97,87,99,80,70,74,99,85,89,59,73,52,37,79,72,49,36
AFR,UGA,Uganda,DTP3,78,78,78,78,82,80,79,71,73,64,64,62,59,57,55,52,50,48,56,57,59,60,56,53,49,45,42,38,30,21,14,14,14,12,9,
EUR,UKR,Ukraine,DTP3,23,23,76,76,50,52,71,90,98,98,96,99,97,99,99,99,99,98,99,99,98,97,93,88,,,,,,,,,,,,
EMR,ARE,United Arab Emirates (the),DTP3,94,94,94,94,94,94,93,92,92,92,94,94,94,94,94,94,94,94,92,90,90,90,90,86,85,85,84,82,80,78,76,59,50,43,45,11
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),DTP3,96,95,95,95,95,94,93,92,92,92,91,92,91,91,91,91,92,91,92,94,94,93,93,92,88,84,78,75,73,67,65,65,59,53,46,41
AFR,TZA,United Republic of Tanzania,DTP3,98,97,91,92,90,91,85,86,83,90,90,95,95,89,87,79,76,79,79,82,81,84,83,83,81,78,77,85,79,74,67,58,52,50,55,59
AMR,USA,United States of America (the),DTP3,95,95,94,94,96,95,95,96,96,96,96,96,96,94,94,94,96,96,96,95,95,94,88,83,86,90,94,97,97,97,96,97,97,96,96,96
AMR,URY,Uruguay,DTP3,95,95,94,95,95,95,95,94,94,95,96,94,91,95,94,90,93,91,91,91,91,91,92,93,96,97,88,82,85,70,63,62,73,67,57,53
EUR,UZB,Uzbekistan,DTP3,99,99,99,99,99,99,98,98,96,96,99,99,98,99,99,99,99,99,96,95,87,67,45,90,,,,,,,,,,,,
WPR,VUT,Vanuatu,DTP3,64,64,64,64,65,65,66,67,67,68,68,69,69,70,70,71,71,72,72,67,73,74,86,77,83,76,61,58,56,31,30,28,27,22,,
AMR,VEN,Venezuela (Bolivarian Republic of),DTP3,87,78,82,81,78,78,84,50,62,71,87,86,68,65,70,77,76,39,60,57,68,63,67,67,64,63,57,56,57,58,49,33,58,53,54,56
WPR,VNM,Viet Nam,DTP3,97,95,59,97,95,93,96,93,92,94,95,96,99,75,96,96,93,94,95,94,93,94,91,88,88,88,88,70,50,43,42,5,4,,,
EMR,YEM,Yemen,DTP3,69,73,73,67,67,74,74,76,77,76,78,72,61,65,73,74,71,68,40,47,44,33,54,50,47,84,56,36,18,13,12,7,5,4,3,1
AFR,ZMB,Zambia,DTP3,90,86,79,78,81,83,94,87,80,81,82,83,83,84,85,85,84,84,83,84,86,90,86,83,79,91,83,83,83,66,66,59,49,,,
AFR,ZWE,Zimbabwe,DTP3,87,91,95,95,93,89,73,75,73,70,68,65,68,71,75,78,81,84,86,90,88,87,85,86,87,88,87,85,84,75,63,60,53,46,39,
